,,3,,,3,,,,,,,,3,,,3,,,,,,,,3,,,3,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,46,,,46,,,,,,,,,46,,46,,,,,,,,,46,,46,,,,,,,,46,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27,,,27,,,,,,,,27,,,27,,,,,,,,27,,,27,,,,,,,,,27,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,5,,,,,,,,5,,,5,,,,,,,,5,,,5,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,,,34,,,,,,,,34,,,34,,,,,,,,34,,,34,,,,,,,,,34,,34,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,6,,,,,,,,,,6,,6,,,,,,,,6,,6,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35,35,,,,,,,,,,35,,35,,,,,,,,35,,35,,,,,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,5,,,,,,,,5,,,5,,,,,,,,5,,,5,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,25,,,,,,,,,25,,25,,,,,,,,,,25,25,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,6,,,,,,,,,,6,,6,,,,,,,,6,,6,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28,,28,,,,,,,,,,28,28,,,,,,,,,,28,28,,,,,,,,,28,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,49,,49,,,,,,,,,,49,49,,,,,,,,,,49,49,,,,,,,,,,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,5,,,,,,,,5,,,5,,,,,,,,5,,,5,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23,,23,,,,,,,,,23,,23,,,,,,,,,23,,23,,,,,,,,,,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,6,,,,,,,,,,6,,6,,,,,,,,6,,6,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12,,12,,,,,,,,12,,,12,,,,,,,,,12,,12,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29,29,,,,,,,,,29,,29,,,,,,,,,,29,29,,,,,,,,,29,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,5,,,,,,,,5,,,5,,,,,,,,5,,,5,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,8,,,,,,,,,8,,8,,,,,,,,,8,,8,,,,,,,,8,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,6,,,,,,,,,,6,,6,,,,,,,,6,,6,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,2,,,,,,,,,,2,,2,,,,,,,,2,,2,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,13,13,,,,,,,,,,13,,13,,,,,,,,13,,13,,,,,,,,,13,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,5,,,,,,,,5,,,5,,,,,,,,5,,,5,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,,7,,,,,,,,7,,,7,,,,,,,,,7,,7,,,,,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,6,,,,,,,,,,6,,6,,,,,,,,6,,6,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,30,30,,,,,,,,,30,,30,,,,,,,,,,30,30,,,,,,,,,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,25,,,,,,,,,25,,25,,,,,,,,,,25,25,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,5,,,,,,,,5,,,5,,,,,,,,5,,,5,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,44,,,44,,,,,,,,,44,,44,,,,,,,,,44,,44,,,,,,,,44,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,6,,,,,,,,,,6,,6,,,,,,,,6,,6,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27,,,27,,,,,,,,27,,,27,,,,,,,,27,,,27,,,,,,,,,27,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,42,42,,,,,,,,,,42,,42,,,,,,,,42,,42,,,,,,,,,,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
