,,,,,,,11,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,32,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,12,,,,,,,
,,,,,,,4,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,13,,,,,,,
,,,,,,,25,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,14,,,,,,,
,,,,,,,46,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,15,,,,,,,
,,,,,,,18,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,41,,,,,,,
,,,,,,,39,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,42,,,,,,,
1,-1,-1,,,,,12,,,,,,,,,1,-1,-1,,,,,,18,,,,,,,,,,1,-1,-1,,,,,,43,,,,,,,
22,-1,-1,,,,,16,,,,,,,,,2,-1,-1,,,,,,19,,,,,,,,,,2,-1,-1,,,,,,44,,,,,,,
43,-1,-1,,,,,19,,,,,,,,,3,-1,-1,,,,,,20,,,,,,,,,,3,-1,-1,,,,,,45,,,,,,,
15,-1,-1,,,,,41,,,,,,,,,4,-1,-1,,,,,,41,,,,,,,,,,4,-1,-1,,,,,,16,,,,,,,
36,-1,-1,,,,,24,,,,,,,,,5,-1,-1,,,,,,33,,,,,,,,,,5,-1,-1,,,,,,8,,,,,,,
8,-1,-1,,,,,6,,,,,,,,,6,-1,-1,,,,,,44,,,,,,,,,,31,-1,-1,,,,,,19,,,,,,,
29,-1,-1,,,,,38,,,,,,,,,7,-1,-1,,,,,,36,,,,,,,,,,32,-1,-1,,,,,,36,,,,,,,
2,-1,-1,,,,,20,,,,,,,,,8,-1,-1,,,,,,47,,,,,,,,,,33,-1,-1,,,,,,47,,,,,,,
5,-1,-1,,,,,37,,,,,,,,,9,-1,-1,,,,,,39,,,,,,,,,,34,-1,-1,,,,,,39,,,,,,,
9,-1,-1,,,,,21,,,,,,,,,10,-1,-1,,,,,,21,,,,,,,,,,35,-1,-1,,,,,,21,,,,,,,
31,-1,-1,,,,,42,,,,,,,,,31,-1,-1,,,,,,22,,,,,,,,,,6,-1,-1,,,,,,22,,,,,,,
13,-1,-1,,,,,14,,,,,,,,,42,-1,-1,,,,,,23,,,,,,,,,,17,-1,-1,,,,,,23,,,,,,,
45,-1,-1,,,,,35,,,,,,,,,34,-1,-1,,,,,,24,,,,,,,,,,9,-1,-1,,,,,,24,,,,,,,
27,-1,-1,,,,,7,,,,,,,,,45,-1,-1,,,,,,25,,,,,,,,,,20,-1,-1,,,,,,25,,,,,,,
10,-1,-1,,,,,28,,,,,,,,,37,-1,-1,,,,,,26,,,,,,,,,,37,-1,-1,,,,,,26,,,,,,,
44,-1,-1,,,,,49,,,,,,,,,48,-1,-1,,,,,,27,,,,,,,,,,48,-1,-1,,,,,,27,,,,,,,
40,,,,,,,23,,,,,,,,,40,,,,,,,,28,,,,,,,,,,40,,,,,,,,28,,,,,,,
,,,,,,,26,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,29,,,,,,,
,,,,,,,30,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,30,,,,,,,
,,,,,,,3,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,7,,,,,,,
,,,,,,,34,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,18,,,,,,,
,,,,,,,17,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,48,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,46,,,,,,,
,,,,,,,33,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,38,,,,,,,
,,,,,,,47,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,49,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
