,,3,,,3,,,,,,,,,3,,3,,,,,,,,,3,,3,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,4,,,,,,,,,4,,4,,,,,,,,,,4,4,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,46,,,46,,,,,,,,,46,,46,,,,,,,,,46,,46,,,,,,,,46,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,7,,,,,,,,,,7,7,,,,,,,,,7,,7,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27,,27,,,,,,,,,27,,27,,,,,,,,,27,,27,,,,,,,,,,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,8,,,,,,,,,8,,8,,,,,,,,,8,,8,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,,,34,,,,,,,,34,,,34,,,,,,,,34,,,34,,,,,,,,,34,,34,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,9,,,,,,,,,,9,9,,,,,,,,,9,,9,,,,,,,,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,35,35,,,,,,,,,,35,35,,,,,,,,,35,,35,,,,,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,7,,,,,,,,,,7,7,,,,,,,,,7,,7,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,4,,,,,,,,,4,,4,,,,,,,,,,4,4,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,8,,,,,,,,,8,,8,,,,,,,,,8,,8,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,25,,,,,,,,,25,,25,,,,,,,,,,25,25,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,9,,,,,,,,,,9,9,,,,,,,,,9,,9,,,,,,,,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28,,,28,,,,,,,,,28,,28,,,,,,,,,28,,28,,,,,,,,28,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,7,,,,,,,,,,7,7,,,,,,,,,7,,7,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,49,,,49,,,,,,,,49,,,49,,,,,,,,49,,,49,,,,,,,,,49,,49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,8,,,,,,,,,8,,8,,,,,,,,,8,,8,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,23,,,23,,,,,,,,23,,,23,,,,,,,,23,,,23,,,,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,9,,,,,,,,,,9,9,,,,,,,,,9,,9,,,,,,,,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,12,,,,,,,,,12,,12,,,,,,,,,12,,12,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,7,,,,,,,,,,7,7,,,,,,,,,7,,7,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29,,29,,,,,,,,29,,,29,,,,,,,,,29,,29,,,,,,,,29,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,8,,,,,,,,,8,,8,,,,,,,,,8,,8,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,8,,,,,,,,,8,,8,,,,,,,,,8,,8,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,9,,,,,,,,,,9,9,,,,,,,,,9,,9,,,,,,,,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,2,,,,,,,,,,2,2,,,,,,,,,,2,2,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,7,,,,,,,,,,7,7,,,,,,,,,7,,7,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,13,,13,,,,,,,,,13,,13,,,,,,,,13,,,13,,,,,,,,13,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,8,,,,,,,,,8,,8,,,,,,,,,8,,8,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,7,,,,,,,,,,7,7,,,,,,,,,7,,7,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,9,,,,,,,,,,9,9,,,,,,,,,9,,9,,,,,,,,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30,,30,,,,,,,,,30,,30,,,,,,,,,30,,30,,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,7,,,,,,,,,,7,7,,,,,,,,,7,,7,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,25,,,,,,,,,25,,25,,,,,,,,,,25,25,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,8,,,,,,,,,8,,8,,,,,,,,,8,,8,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,44,,44,,,,,,,,,44,,44,,,,,,,,44,,,44,,,,,,,,,44,,44,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,9,,,,,,,,,,9,9,,,,,,,,,9,,9,,,,,,,,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,27,,27,,,,,,,,,27,,27,,,,,,,,,27,,27,,,,,,,,,,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,7,,,,,,,,,,7,7,,,,,,,,,7,,7,,,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,42,,42,,,,,,,,,,42,42,,,,,,,,,,42,42,,,,,,,,,42,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
