3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,41,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,42,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,41,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,42,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,41,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,42,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,41,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,42,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,41,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,42,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,36,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,41,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,42,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
