,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,2,-1,-1,,,,,,,,,,,,1,10,2,-1,-1,,,,,,,,,,,,,,1,10,2,-1,-1,,,,,,,,,,,
21,30,4,-1,-1,,,,,,,,,,,,3,12,21,-1,-1,,,,,,,,,,,,,,3,12,21,-1,-1,,,,,,,,,,,
19,28,37,-1,-1,,,,,,,,,,,,13,22,36,-1,-1,,,,,,,,,,,,,,13,22,36,-1,-1,,,,,,,,,,,
39,48,49,-1,-1,,,,,,,,,,,,28,37,46,-1,-1,,,,,,,,,,,,,,28,37,46,-1,-1,,,,,,,,,,,
8,17,26,-1,-1,,,,,,,,,,,,47,39,48,-1,-1,,,,,,,,,,,,,,47,39,48,-1,-1,,,,,,,,,,,
27,31,40,-1,-1,,,,,,,,,,,,25,34,43,-1,-1,,,,,,,,,,,,,,11,20,43,-1,-1,,,,,,,,,,,
41,6,15,-1,-1,,,,,,,,,,,,26,35,44,-1,-1,,,,,,,,,,,,,,30,4,44,-1,-1,,,,,,,,,,,
3,12,36,-1,-1,,,,,,,,,,,,27,31,40,-1,-1,,,,,,,,,,,,,,45,19,40,-1,-1,,,,,,,,,,,
47,34,43,-1,-1,,,,,,,,,,,,23,32,41,-1,-1,,,,,,,,,,,,,,29,38,41,-1,-1,,,,,,,,,,,
23,32,42,-1,,,,,,,,,,,,,24,33,42,-1,,,,,,,,,,,,,,,49,16,42,-1,,,,,,,,,,,,
11,20,13,,,,,,,,,,,,,,11,20,30,,,,,,,,,,,,,,,,25,34,26,,,,,,,,,,,,,
22,46,29,,,,,,,,,,,,,,4,45,19,,,,,,,,,,,,,,,,35,27,31,,,,,,,,,,,,,
16,25,35,,,,,,,,,,,,,,29,38,49,,,,,,,,,,,,,,,,23,32,24,,,,,,,,,,,,,
44,5,14,,,,,,,,,,,,,,16,8,17,,,,,,,,,,,,,,,,33,8,17,,,,,,,,,,,,,
24,33,45,,,,,,,,,,,,,,9,18,5,,,,,,,,,,,,,,,,9,18,5,,,,,,,,,,,,,
38,9,18,,,,,,,,,,,,,,14,6,15,,,,,,,,,,,,,,,,14,6,15,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
