,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,
,45,3,17,25,26,34,45,39,1,11,19,20,,,,,,,,,,,,,,,,,,,,45,27,9,47,29,11,45,39,21,3,41,23,,,,,,
,39,33,27,21,15,9,3,33,47,5,13,14,,,,,,,,,,,,,,,,,,,,39,33,25,19,13,7,27,33,15,1,35,17,,,,,,
,1,47,41,35,29,23,17,27,41,49,7,8,,,,,,,,,,,,,,,,,,,,21,15,44,38,32,26,9,25,44,20,46,22,,,,,,
,11,5,49,43,37,31,25,21,35,43,44,2,,,,,,,,,,,,,,,,,,,,3,1,20,14,8,2,47,19,38,14,40,16,,,,,,
,19,13,7,44,38,32,26,15,29,37,38,46,,,,,,,,,,,,,,,,,,,,41,35,46,40,34,28,29,13,32,8,34,10,,,,,,
,20,14,8,2,46,40,34,9,23,31,32,40,,,,,,,,,,,,,,,,,,,,23,17,22,16,10,4,11,7,26,2,28,4,,,,,,
,28,22,16,10,4,48,28,36,16,24,4,12,,,,,,,,,,,,,,,,,,,,5,49,48,42,36,30,5,37,48,24,36,12,,,,,,
,36,30,24,18,12,6,22,30,10,18,48,6,,,,,,,,,,,,,,,,,,,,37,31,24,18,12,6,49,31,42,18,30,6,,,,,,
,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
